season,date,home_team_id,away_team_id,home_score,away_score
Winter 2026,2026-01-29,620776,620774,4,9
Winter 2026,2026-02-02,622458,622461,8,10
Winter 2026,2026-02-02,622458,622457,6,7
Winter 2026,2026-02-02,621646,622463,9,6
Winter 2026,2026-02-02,622459,622463,6,5
Winter 2026,2026-02-02,622429,622460,2,8
Winter 2026,2026-02-04,622456,621655,4,5
Winter 2026,2026-02-04,618208,622455,5,14
Winter 2026,2026-02-04,622452,622454,3,4
Winter 2026,2026-02-04,622452,620305,12,3
Winter 2026,2026-02-04,617650,620045,7,2
Winter 2026,2026-02-05,620775,620776,8,7
Winter 2026,2026-02-05,620774,620777,8,6
Winter 2026,2026-02-09,622459,622462,12,5
Winter 2026,2026-02-09,622459,622429,6,3
Winter 2026,2026-02-09,622458,622429,8,5
Winter 2026,2026-02-09,622457,622460,3,6
Winter 2026,2026-02-09,621646,622461,5,9
Winter 2026,2026-02-11,622453,617650,7,8
Winter 2026,2026-02-11,620305,622454,5,6
Winter 2026,2026-02-11,620045,620305,5,4
Winter 2026,2026-02-11,621655,618208,14,5
Winter 2026,2026-02-11,622456,622455,4,3
Winter 2026,2026-02-12,620776,620774,6,4
Winter 2026,2026-02-12,620775,620777,4,7
Winter 2026,2026-02-16,622460,622462,11,2
Winter 2026,2026-02-16,622463,622457,12,7
Winter 2026,2026-02-16,622463,622429,7,11
Winter 2026,2026-02-16,622458,621646,11,9
Winter 2026,2026-02-18,622456,622453,4,2
Winter 2026,2026-02-18,621655,622455,3,7
Winter 2026,2026-02-18,620305,620045,5,2
Winter 2026,2026-02-18,617650,620045,9,1
Winter 2026,2026-02-18,622454,618208,1,5
Winter 2026,2026-02-19,620774,620775,5,4
Winter 2026,2026-02-19,620777,620776,12,7
Winter 2026,2026-02-23,622459,622460,8,2
Winter 2026,2026-02-23,622458,622460,9,5
Winter 2026,2026-02-23,622457,622461,4,9
Winter 2026,2026-02-23,622462,621646,10,5
Winter 2026,2026-02-25,622452,618208,6,4
Winter 2026,2026-02-25,622452,620305,9,2
Winter 2026,2026-02-25,622454,617650,5,4
Winter 2026,2026-02-25,622455,622453,12,3
Winter 2026,2026-02-25,621655,622456,4,7
Winter 2026,2026-02-26,620774,620777,7,11
Winter 2026,2026-02-26,620776,620775,6,8
Winter 2026,2026-03-02,622458,622462,7,6
Winter 2026,2026-03-02,622429,622457,9,7
Winter 2026,2026-03-02,622429,622461,12,9
Winter 2026,2026-03-02,622459,622461,13,4
Winter 2026,2026-03-04,622452,618208,7,4
Winter 2026,2026-03-04,622455,617650,5,2
Winter 2026,2026-03-04,622454,620305,6,3
Winter 2026,2026-03-04,622453,620045,11,5
Winter 2026,2026-03-05,620774,620776,8,5
Winter 2026,2026-03-05,620777,620775,3,10
Winter 2026,2026-03-09,621646,622462,2,7
Winter 2026,2026-03-09,622460,622457,7,4
Winter 2026,2026-03-09,622459,622462,8,3
Winter 2026,2026-03-09,622458,622461,15,5
Winter 2026,2026-03-09,622429,622463,5,8
Winter 2026,2026-03-11,622456,622452,5,4
Winter 2026,2026-03-11,621655,622455,6,4
Winter 2026,2026-03-11,618208,622454,3,2
Winter 2026,2026-03-11,617650,622453,5,6
Winter 2026,2026-03-12,620774,620775,6,4
Winter 2026,2026-03-16,622459,622463,2,5
Winter 2026,2026-03-16,622460,622458,8,3
Winter 2026,2026-03-16,622460,622463,4,5
Winter 2026,2026-03-18,622456,621655,8,6
Winter 2026,2026-03-18,618208,622453,7,6
Spring 2026,2026-03-26,654097,654099,7,11
Spring 2026,2026-03-26,654100,654099,7,8
Spring 2026,2026-03-30,640637,654135,2,7
Spring 2026,2026-03-30,654133,640637,3,7
Spring 2026,2026-03-30,654132,654137,3,4
Spring 2026,2026-03-30,640930,654134,7,3
Spring 2026,2026-04-01,640628,639624,4,11
Spring 2026,2026-04-01,640494,654486,3,6
Spring 2026,2026-04-01,639227,654112,4,2
Spring 2026,2026-04-01,640288,654110,3,5
Spring 2026,2026-04-01,654120,654111,9,4
Spring 2026,2026-04-01,640773,640188,2,3
Spring 2026,2026-04-02,654097,654099,9,8
Spring 2026,2026-04-02,654097,654100,11,4
Spring 2026,2026-04-06,654134,654132,6,2
Spring 2026,2026-04-06,640930,654133,8,9
Spring 2026,2026-04-06,654135,654137,3,5
Spring 2026,2026-04-06,640637,654137,8,7
Spring 2026,2026-04-08,640288,640773,4,9
Spring 2026,2026-04-08,640628,654112,8,5
Spring 2026,2026-04-08,640494,654110,3,6
Spring 2026,2026-04-08,639624,654111,8,6
Spring 2026,2026-04-08,654486,640188,1,8
Spring 2026,2026-04-08,639227,654120,7,8
Spring 2026,2026-04-09,654100,654099,4,14
Spring 2026,2026-04-09,654100,654097,4,12
Spring 2026,2026-04-13,654137,640637,3,6
Spring 2026,2026-04-13,654133,654134,7,4
Spring 2026,2026-04-13,654133,654135,8,7
Spring 2026,2026-04-13,654132,640930,9,6
Spring 2026,2026-04-15,639624,639227,4,5
Spring 2026,2026-04-15,654486,640288,3,2
Spring 2026,2026-04-15,640628,654111,5,6
Spring 2026,2026-04-15,640494,640188,0,5
Spring 2026,2026-04-15,654112,654120,0,5
Spring 2026,2026-04-15,654110,640773,4,2
Spring 2026,2026-04-20,654132,654135,5,3
Spring 2026,2026-04-20,640930,640637,4,9
Spring 2026,2026-04-20,654133,654137,12,8
Spring 2026,2026-04-22,640188,640288,12,6
Spring 2026,2026-04-22,654112,639624,5,10
Spring 2026,2026-04-22,654110,654486,4,2
Spring 2026,2026-04-22,640628,654120,4,7
Spring 2026,2026-04-22,640494,640773,3,4
Spring 2026,2026-04-22,654111,639227,5,4
Spring 2026,2026-04-23,654099,654100,12,5
Spring 2026,2026-04-23,654099,654097,11,5
Spring 2026,2026-04-27,640637,654134,3,14
Spring 2026,2026-04-27,654134,654137,11,3
Spring 2026,2026-04-27,640930,654135,7,12
Spring 2026,2026-04-27,654132,654133,4,5
Spring 2026,2026-04-29,640188,654110,5,3
Spring 2026,2026-04-29,640773,654486,2,3
Spring 2026,2026-04-29,654111,654112,6,5
Spring 2026,2026-04-29,654120,639624,5,2
Spring 2026,2026-04-29,640628,639227,5,6
Spring 2026,2026-04-29,640494,640288,2,3
Spring 2026,2026-04-30,654099,654097,13,7
Spring 2026,2026-04-30,654100,654097,5,7
Spring 2026,2026-05-04,654133,654137,8,7
Spring 2026,2026-05-04,640930,640637,9,10
Spring 2026,2026-05-04,654132,654135,4,7
Spring 2026,2026-05-06,640494,654486,2,1
Spring 2026,2026-05-06,639227,654112,5,4
Spring 2026,2026-05-06,654110,640288,9,2
Spring 2026,2026-05-06,654111,654120,9,1
Spring 2026,2026-05-06,640773,640188,5,8
Spring 2026,2026-05-06,640628,639624,3,6
Spring 2026,2026-05-07,654100,654097,6,11
Spring 2026,2026-05-07,654100,654099,4,10
Spring 2026,2026-05-11,654133,640637,7,8
Spring 2026,2026-05-11,654132,654137,4,5
Spring 2026,2026-05-11,640930,654134,4,7
Spring 2026,2026-05-13,640628,654112,8,2
Spring 2026,2026-05-13,640494,654110,2,5
Spring 2026,2026-05-13,639624,654111,9,8
Spring 2026,2026-05-13,654486,640188,1,2
Spring 2026,2026-05-13,639227,654120,4,5
Spring 2026,2026-05-13,640288,640773,4,6
Spring 2026,2026-05-14,654099,654100,12,6
Spring 2026,2026-05-14,654100,654097,10,5
Spring 2026,2026-05-14,654099,654097,10,5
Spring 2026,2026-05-18,654132,654134,4,8
Spring 2026,2026-05-18,654133,640930,6,2
Spring 2026,2026-05-18,654135,654137,4,8
Spring 2026,2026-05-18,640637,654135,4,6
Spring 2026,2026-05-20,654486,640288,9,5
Spring 2026,2026-05-20,639624,639227,3,7
Spring 2026,2026-05-20,640494,640188,4,8
Spring 2026,2026-05-20,654112,654120,1,5
Spring 2026,2026-05-20,640773,654110,4,9
Spring 2026,2026-05-20,640628,654111,6,8
Spring 2026,2026-05-21,654099,654100,17,2
Spring 2026,2026-05-25,654133,654134,5,6
Spring 2026,2026-05-25,654134,654135,8,5
Spring 2026,2026-05-25,654132,640930,9,5
Spring 2026,2026-05-27,654112,639624,6,9
Spring 2026,2026-05-27,654110,654486,5,2
Spring 2026,2026-05-27,640628,654120,8,9
Spring 2026,2026-05-27,640494,640773,0,7
Spring 2026,2026-05-27,654111,639227,8,7
Spring 2026,2026-05-27,640188,640288,10,6
Spring 2026,2026-06-01,654132,640637,8,5
Spring 2026,2026-06-01,640930,654137,6,5
Spring 2026,2026-06-01,654134,654135,3,6
Spring 2026,2026-06-03,640773,654486,3,0
Spring 2026,2026-06-03,654111,654112,13,0
Spring 2026,2026-06-03,640188,654110,3,7
Spring 2026,2026-06-03,640628,639227,3,5
Spring 2026,2026-06-03,640494,640288,7,3
Spring 2026,2026-06-03,654120,639624,7,8
Spring 2026,2026-06-08,654132,640930,10,7
Spring 2026,2026-06-08,640637,654132,11,5
Spring 2026,2026-06-08,654137,654135,4,5
Spring 2026,2026-06-10,640773,640288,6,0
Spring 2026,2026-06-10,654486,640494,3,4
Spring 2026,2026-06-10,640188,640494,10,3
Spring 2026,2026-06-10,654111,654112,17,2
Spring 2026,2026-06-10,639227,640628,1,8
Spring 2026,2026-06-10,654120,640628,5,6
Spring 2026,2026-06-15,654133,654135,7,8
Spring 2026,2026-06-15,654134,640637,4,10
Spring 2026,2026-06-15,654135,640637,2,8
Spring 2026,2026-06-17,654110,640773,5,4
Spring 2026,2026-06-17,640188,654110,4,3
Spring 2026,2026-06-17,639624,654111,8,3
Spring 2026,2026-06-17,640628,639624,3,6
Summer 2026,2026-05-28,678943,677298,8,7
Summer 2026,2026-05-28,672567,678942,7,4
Summer 2026,2026-05-28,672567,678561,14,7
Summer 2026,2026-06-04,678561,677298,10,14
Summer 2026,2026-06-11,678942,677298,9,8
Summer 2026,2026-06-11,678942,678561,11,4
Summer 2026,2026-06-11,672567,678943,14,4
Summer 2026,2026-06-18,672567,677298,4,5
Summer 2026,2026-06-18,678942,678561,12,7
Summer 2026,2026-06-18,678943,678561,13,5
Summer 2026,2026-06-22,672819,672592,10,16
Summer 2026,2026-06-22,680936,683883,6,7
Summer 2026,2026-06-22,683884,683886,6,1
Summer 2026,2026-06-22,683882,683885,2,6
Summer 2026,2026-06-23,680856,683876,7,3
Summer 2026,2026-06-23,680945,672612,5,7
Summer 2026,2026-06-24,672603,683877,8,12
Summer 2026,2026-06-24,683879,679080,3,2
Summer 2026,2026-06-24,681003,683878,5,2
Summer 2026,2026-06-24,678081,680945,3,8
Summer 2026,2026-06-24,672794,683880,2,6
Summer 2026,2026-06-25,678942,678943,10,7
Summer 2026,2026-06-25,672567,678561,15,7
Summer 2026,2026-06-29,683884,683885,8,4
Summer 2026,2026-06-29,683883,683886,10,7
Summer 2026,2026-06-29,683882,672592,6,9
Summer 2026,2026-06-29,672819,680936,8,14
Summer 2026,2026-06-30,680945,683876,13,4
Summer 2026,2026-06-30,680856,672794,6,4
Summer 2026,2026-07-01,683879,681003,8,9
Summer 2026,2026-07-01,683877,683878,4,6
Summer 2026,2026-07-01,678081,672794,8,1
Summer 2026,2026-07-01,683880,672612,5,2
Summer 2026,2026-07-01,672603,679080,8,0
Summer 2026,2026-07-02,678942,678943,10,5
Summer 2026,2026-07-02,677298,672567,10,5
Summer 2026,2026-07-02,678561,677298,14,13
Summer 2026,2026-07-06,680936,683885,6,10
Summer 2026,2026-07-06,683883,683884,8,13
Summer 2026,2026-07-06,683886,672592,6,15
Summer 2026,2026-07-07,672794,683880,3,6
Summer 2026,2026-07-07,683877,683879,10,6
Summer 2026,2026-07-08,672603,683878,4,8
Summer 2026,2026-07-08,672794,680945,9,6
Summer 2026,2026-07-08,680856,672612,8,7
Summer 2026,2026-07-08,679080,681003,10,5
Summer 2026,2026-07-08,678081,683876,3,1
Summer 2026,2026-07-09,672567,677298,10,4
Summer 2026,2026-07-09,678942,672567,11,5
Summer 2026,2026-07-09,678943,678561,12,5
Summer 2026,2026-07-13,683885,683886,6,3
Summer 2026,2026-07-13,680936,683882,9,6
Summer 2026,2026-07-13,683883,672819,13,3
Summer 2026,2026-07-13,672592,683884,13,5
Summer 2026,2026-07-14,683878,683879,6,7
Summer 2026,2026-07-14,683876,678081,0,4
Summer 2026,2026-07-15,672794,672612,7,5
Summer 2026,2026-07-15,672603,681003,10,9
Summer 2026,2026-07-15,679080,683877,8,5
Summer 2026,2026-07-15,680856,683876,4,4
Summer 2026,2026-07-15,680945,683880,3,5
Summer 2026,2026-07-16,672567,678943,6,4
Summer 2026,2026-07-16,678942,678561,21,10
Summer 2026,2026-07-20,672819,683885,4,5
Summer 2026,2026-07-20,683883,672592,11,8
Summer 2026,2026-07-20,683882,683886,6,8
Summer 2026,2026-07-20,680936,683884,3,4
Summer 2026,2026-07-21,678081,672612,8,4
Summer 2026,2026-07-21,683878,679080,3,6
Summer 2026,2026-07-22,680945,683876,4,2
Summer 2026,2026-07-22,680856,683880,4,6
Summer 2026,2026-07-22,672603,683879,2,11
Summer 2026,2026-07-22,672794,683876,6,4
Summer 2026,2026-07-22,681003,683877,1,0
Summer 2026,2026-07-23,677298,678943,10,6
Summer 2026,2026-07-27,683883,683882,7,6
Summer 2026,2026-07-27,672819,683884,5,10
Summer 2026,2026-07-27,683886,680936,8,4
Summer 2026,2026-07-27,672592,683885,6,5
Summer 2026,2026-07-29,678081,683880,3,4
Summer 2026,2026-07-29,683877,672603,6,9
Summer 2026,2026-07-29,672794,672612,3,10
Summer 2026,2026-07-29,680856,680945,5,4
Summer 2026,2026-07-29,679080,683879,5,6
Summer 2026,2026-07-29,683878,681003,3,5
Summer 2026,2026-07-30,672567,678943,20,4
Summer 2026,2026-07-30,678942,678943,14,4
Summer 2026,2026-07-30,677298,678942,9,6
Summer 2026,2026-07-30,677298,678561,9,4
Summer 2026,2026-08-03,683882,683884,4,5
Summer 2026,2026-08-03,672819,683886,4,5
Summer 2026,2026-08-03,680936,672592,5,12
Summer 2026,2026-08-03,683885,683883,5,4
Summer 2026,2026-08-05,683879,681003,7,5
Summer 2026,2026-08-05,679080,672603,10,4
Summer 2026,2026-08-05,678081,683880,2,3
Summer 2026,2026-08-05,672794,683876,6,5
Summer 2026,2026-08-05,683878,683877,10,3
Summer 2026,2026-08-05,680856,672612,3,7
Summer 2026,2026-08-06,678943,678561,1,0
Summer 2026,2026-08-06,678942,678943,3,6
Summer 2026,2026-08-06,672567,677298,6,5
Summer 2026,2026-08-10,683883,683882,9,6
Summer 2026,2026-08-10,672819,683884,4,3
Summer 2026,2026-08-10,680936,683886,3,12
Summer 2026,2026-08-10,672592,683885,10,7
Summer 2026,2026-08-12,681003,679080,5,2
Summer 2026,2026-08-12,672794,680945,3,8
Summer 2026,2026-08-12,680856,678081,5,2
Summer 2026,2026-08-12,683880,672612,8,4
Summer 2026,2026-08-12,683878,672603,8,5
Summer 2026,2026-08-12,683879,683877,7,8
Summer 2026,2026-08-13,672567,678943,4,5
Summer 2026,2026-08-17,683885,683886,2,1
Summer 2026,2026-08-17,683884,672592,6,5
Summer 2026,2026-08-17,683883,672819,12,8
Summer 2026,2026-08-17,683882,680936,5,4
Summer 2026,2026-08-19,683877,679080,6,5
Summer 2026,2026-08-19,681003,672603,6,11
Summer 2026,2026-08-19,683880,683876,4,1
Summer 2026,2026-08-19,683878,683879,5,7
Summer 2026,2026-08-19,678081,680856,1,10
Summer 2026,2026-08-19,680945,672612,7,1
Summer 2026,2026-08-24,683884,683885,4,3
Summer 2026,2026-08-24,683883,683886,10,6
Summer 2026,2026-08-24,683882,672592,5,12
Summer 2026,2026-08-24,672819,680936,3,4
Summer 2026,2026-08-24,672819,683882,3,5
Summer 2026,2026-08-26,683877,681003,6,7
Summer 2026,2026-08-26,680856,683880,4,7
Summer 2026,2026-08-26,683876,672612,3,4
Summer 2026,2026-08-26,678081,680945,0,11
Summer 2026,2026-08-26,683879,672603,6,5
Summer 2026,2026-08-26,679080,683878,4,5
